base_family_key,word_key,member_role,child_friendly_meaning,word_sum,morphology_parts,morphology_joins,transformation_notes,dictation_sentence,dictation_target_token_index,audio_text,assignment_eligible,source_category,source_name,source_url,source_licence,source_use_note,confidence,review_status,reviewed_by,reviewed_at
smile_base_family,smile_en_gb,base,to make a happy expression with your face,smile,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""smile"",""surfaceText"":""smile"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell smile.,2,Please spell smile.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
smile_base_family,smiled_en_gb,authentic_target,made a happy expression with your face earlier,smile + d → smiled,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""smile"",""surfaceText"":""smile"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""d"",""surfaceText"":""d"",""gloss"":"""",""displayRange"":{""start"":5,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell smiled.,2,Please spell smiled.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
smile_base_family,smiling_en_gb,authentic_target,making a happy expression with your face right now,smile + ing → smiling,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""smile"",""surfaceText"":""smil"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ing"",""gloss"":"""",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final e is dropped before the ending is added.,Please spell smiling.,2,Please spell smiling.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
stop_base_family,stop_en_gb,base,to no longer move or continue,stop,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""stop"",""surfaceText"":""stop"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell stop.,2,Please spell stop.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
stop_base_family,stopped_en_gb,authentic_target,no longer moved or continued earlier,stop + ed → stopped,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""stop"",""surfaceText"":""stop"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ped"",""gloss"":"""",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final consonant is doubled before the ending is added.,Please spell stopped.,2,Please spell stopped.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
stop_base_family,stopping_en_gb,authentic_target,no longer moving or continuing right now,stop + ing → stopping,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""stop"",""surfaceText"":""stop"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ping"",""gloss"":"""",""displayRange"":{""start"":4,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final consonant is doubled before the ending is added.,Please spell stopping.,2,Please spell stopping.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
story_base_family,stories_en_gb,authentic_target,more than one story,story + es → stories,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""story"",""surfaceText"":""stori"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""es"",""surfaceText"":""es"",""gloss"":"""",""displayRange"":{""start"":5,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The final y changes to i before the ending is added.,Please spell stories.,2,Please spell stories.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
story_base_family,story_en_gb,base,"an account of events, real or imagined",story,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""story"",""surfaceText"":""story"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell story.,2,Please spell story.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
sun_base_family,sun_en_gb,base,the star that gives Earth light and heat,sun,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""sun"",""surfaceText"":""sun"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell sun.,2,Please spell sun.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
swim_base_family,swim_en_gb,base,to move through water,swim,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""swim"",""surfaceText"":""swim"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell swim.,2,Please spell swim.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
swim_base_family,swimming_en_gb,authentic_target,moving through water right now,swim + ing → swimming,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""swim"",""surfaceText"":""swim"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ing"",""surfaceText"":""ming"",""gloss"":"""",""displayRange"":{""start"":4,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The final consonant is doubled before the ending is added.,Please spell swimming.,2,Please spell swimming.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
take_base_family,mistake_en_gb,authentic_target,something done wrongly,mis + take → mistake,"[{""id"":""part_1"",""kind"":""prefix"",""morphemeKey"":null,""sourceText"":""mis"",""surfaceText"":""mis"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""take"",""surfaceText"":""take"",""gloss"":"""",""displayRange"":{""start"":3,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The spelling of the base is kept in the longer word.,Please spell mistake.,2,Please spell mistake.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
take_base_family,take_en_gb,base,to carry or move something with you,take,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""take"",""surfaceText"":""take"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell take.,2,Please spell take.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
tall_base_family,tall_en_gb,base,having a greater than usual height,tall,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""tall"",""surfaceText"":""tall"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell tall.,2,Please spell tall.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
tall_base_family,taller_en_gb,authentic_target,having greater height,tall + er → taller,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""tall"",""surfaceText"":""tall"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""er"",""surfaceText"":""er"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell taller.,2,Please spell taller.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
tall_base_family,tallest_en_gb,authentic_target,having the greatest height,tall + est → tallest,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""tall"",""surfaceText"":""tall"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""est"",""surfaceText"":""est"",""gloss"":"""",""displayRange"":{""start"":4,""end"":7},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell tallest.,2,Please spell tallest.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
thank_base_family,thank_en_gb,base,to show you are grateful,thank,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""thank"",""surfaceText"":""thank"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell thank.,2,Please spell thank.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
thank_base_family,thankful_en_gb,authentic_target,full of thanks; feeling grateful,thank + ful → thankful,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""thank"",""surfaceText"":""thank"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ful"",""surfaceText"":""ful"",""gloss"":"""",""displayRange"":{""start"":5,""end"":8},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":5,""end"":5}}]",The spelling of the base is kept in the longer word.,Please spell thankful.,2,Please spell thankful.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
tie_base_family,tie_en_gb,base,to fasten something with a knot,tie,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""tie"",""surfaceText"":""tie"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell tie.,2,Please spell tie.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
tie_base_family,tying_en_gb,authentic_target,fastening something with a knot,tie → tying,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""tie"",""surfaceText"":""tying"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],A reviewer must confirm the detailed word sum and spelling transformation.,Please spell tying.,2,Please spell tying.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
try_base_family,tried_en_gb,authentic_target,made an effort to do something earlier,try + ed → tried,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""try"",""surfaceText"":""tri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":3,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final y changes to i before the ending is added.,Please spell tried.,2,Please spell tried.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
try_base_family,tries_en_gb,authentic_target,makes an effort to do something,try + es → tries,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""try"",""surfaceText"":""tri"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""es"",""surfaceText"":""es"",""gloss"":"""",""displayRange"":{""start"":3,""end"":5},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The final y changes to i before the ending is added.,Please spell tries.,2,Please spell tries.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
try_base_family,try_en_gb,base,to make an effort to do something,try,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""try"",""surfaceText"":""try"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell try.,2,Please spell try.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
use_base_family,use_en_gb,base,to do something with a thing for a purpose,use,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""use"",""surfaceText"":""use"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell use.,2,Please spell use.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
use_base_family,useful_en_gb,authentic_target,able to be used to help,use + ful → useful,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""use"",""surfaceText"":""use"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ful"",""surfaceText"":""ful"",""gloss"":"""",""displayRange"":{""start"":3,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":3,""end"":3}}]",The spelling of the base is kept in the longer word.,Please spell useful.,2,Please spell useful.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
vie_base_family,vie_en_gb,base,to compete for something,vie,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""vie"",""surfaceText"":""vie"",""gloss"":"""",""displayRange"":{""start"":0,""end"":3},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell vie.,2,Please spell vie.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
vie_base_family,vying_en_gb,authentic_target,competing for something,vie → vying,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""vie"",""surfaceText"":""vying"",""gloss"":"""",""displayRange"":{""start"":0,""end"":5},""source"":{""morphemesJsonIndex"":0}}]",[],A reviewer must confirm the detailed word sum and spelling transformation.,Please spell vying.,2,Please spell vying.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
walk_base_family,walk_en_gb,base,to move on your feet at a steady pace,walk,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""walk"",""surfaceText"":""walk"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell walk.,2,Please spell walk.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
walk_base_family,walked_en_gb,authentic_target,moved on your feet at a steady pace earlier,walk + ed → walked,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""walk"",""surfaceText"":""walk"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell walked.,2,Please spell walked.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
want_base_family,want_en_gb,base,to wish for something,want,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""want"",""surfaceText"":""want"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}}]",[],The spelling of the base is kept in the longer word.,Please spell want.,2,Please spell want.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
want_base_family,wanted_en_gb,authentic_target,wished for something earlier,want + ed → wanted,"[{""id"":""part_1"",""kind"":""base"",""morphemeKey"":null,""sourceText"":""want"",""surfaceText"":""want"",""gloss"":"""",""displayRange"":{""start"":0,""end"":4},""source"":{""morphemesJsonIndex"":0}},{""id"":""part_2"",""kind"":""suffix"",""morphemeKey"":null,""sourceText"":""ed"",""surfaceText"":""ed"",""gloss"":"""",""displayRange"":{""start"":4,""end"":6},""source"":{""morphemesJsonIndex"":1}}]","[{""afterPartId"":""part_1"",""beforePartId"":""part_2"",""joinType"":""none"",""surfaceText"":"""",""displayRange"":{""start"":4,""end"":4}}]",The spelling of the base is kept in the longer word.,Please spell wanted.,2,Please spell wanted.,TRUE,ai_assisted_draft,OpenAI ChatGPT draft for human review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/canonical_word_metadata.csv,,Child-friendly meaning reviewed and approved by a named human; this record does not approve route activation or other curriculum fields.,low,approved_for_first_exposure,Katie Sanderson,2026-07-24T15:53:22+01:00
