micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,anchor_word_key,ordered_example_word_keys,contrast_word_keys,common_misconceptions,first_exposure_progression,review_progression,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_MOR_SUFFIXES_FUL_LESS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffixes -ful and -less.,Draft for review: notice the spelling pattern in helpful and compare it with the examples.,The suffixes -ful and -less are stable meaning units added to base words.,,helpful_en_gb,helpful_en_gb|careful_en_gb|careless_en_gb|hopeless_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_SUFFIXES_MENT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffix -ment.,Draft for review: notice the spelling pattern in payment and compare it with the examples.,The suffix -ment is a stable ending used to form nouns.,,payment_en_gb,payment_en_gb|enjoyment_en_gb|agreement_en_gb|government_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_SUFFIXES_OUS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffix -ous.,Draft for review: notice the spelling pattern in famous and compare it with the examples.,The suffix -ous is a stable ending often used to form adjectives.,,famous_en_gb,famous_en_gb|dangerous_en_gb|nervous_en_gb|poisonous_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_SUFFIXES_ITY,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffix -ity.,Draft for review: notice the spelling pattern in activity and compare it with the examples.,The suffix -ity is a stable ending used to form nouns from adjectives or bases.,,activity_en_gb,activity_en_gb|ability_en_gb|community_en_gb|possibility_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_SUFFIXES_AL,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffix -al.,Draft for review: notice the spelling pattern in natural and compare it with the examples.,The suffix -al is a stable ending often used to form adjectives.,,natural_en_gb,natural_en_gb|personal_en_gb|final_en_gb|national_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_SUFFIXES_ABLE_IBLE,draft_source_intake_v1,draft,FALSE,Draft objective: Spell words with suffixes -able and -ible.,Draft for review: notice the spelling pattern in readable and compare it with the examples.,The suffixes -able and -ible are stable endings meaning “able to be” or “capable of”.,,readable_en_gb,readable_en_gb|enjoyable_en_gb|possible_en_gb|visible_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_COMPOUND_WORDS_CLOSED_COMPOUNDS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell joined compound words.,Draft for review: notice the spelling pattern in football and compare it with the examples.,Some compound words are written as one joined word; children should preserve both base words in the spelling.,,football_en_gb,football_en_gb|bedroom_en_gb|sunshine_en_gb|playground_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_COMPOUND_WORDS_SEPARATED_HYPHENATED,draft_source_intake_v1,draft,FALSE,Draft objective: Spell separated and hyphenated compound words.,Draft for review: notice the spelling pattern in ice cream and compare it with the examples.,Some compound words are written as separate words or with a hyphen; children should preserve both word parts and use the correct spacing or hyphen.,,ice_cream_en_gb,ice_cream_en_gb|well_being_en_gb|twenty_one_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_WORD_FAMILIES_RELATED_WORD_SUPPORT,draft_source_intake_v1,draft,FALSE,Draft objective: Use related words to support spelling.,Draft for review: notice the spelling pattern in sign/signature and compare it with the examples.,"A related word can make a hidden, unclear, or difficult spelling clearer.",,,nature_natural_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_WORD_FAMILIES_PRONUNCIATION_SHIFT,draft_source_intake_v1,draft,FALSE,Draft objective: Preserve spelling across pronunciation shifts.,Draft for review: notice the spelling pattern in magic/magician and compare it with the examples.,Related words can keep similar spelling even when the pronunciation changes.,,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_ROOTS_COMMON_LATIN_ROOTS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common Latin roots.,Draft for review: notice the spelling pattern in port/transport and compare it with the examples.,Many longer English words contain Latin roots that keep stable spelling across related words.,,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_ROOTS_COMMON_GREEK_ROOTS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell common Greek roots.,Draft for review: notice the spelling pattern in photo/photograph and compare it with the examples.,Many academic and technical words contain Greek roots that help preserve spelling and meaning.,,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_ROOTS_SCIENCE_MATH_ROOTS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell roots in science and maths words.,Draft for review: notice the spelling pattern in biology and compare it with the examples.,Subject words often use stable Greek or Latin roots; recognising the root helps children spell the word accurately.,,biology_en_gb,biology_en_gb|geography_en_gb|thermometer_en_gb|triangle_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_MOR_ROOTS_ROOT_FAMILY_SPELLING,draft_source_intake_v1,draft,FALSE,Draft objective: Use root families to support spelling.,Draft for review: notice the spelling pattern in sign/signal/signature and compare it with the examples.,Words in the same root family often preserve spelling even when pronunciation or word endings change.,,,act_action_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PLURALS_S,draft_source_intake_v1,draft,FALSE,Draft objective: Spell regular plurals with -s.,Draft for review: notice the spelling pattern in cats and compare it with the examples.,Most nouns become plural by adding -s to the base word.,,cats_en_gb,cats_en_gb|dogs_en_gb|books_en_gb|cars_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PLURALS_ES,draft_source_intake_v1,draft,FALSE,Draft objective: Spell plurals with -es after hissing sounds.,Draft for review: notice the spelling pattern in buses and compare it with the examples.,"Add -es after words ending in sounds like /s/, /z/, /sh/, /ch/, or /ks/ so the plural can be pronounced clearly.",,buses_en_gb,buses_en_gb|boxes_en_gb|wishes_en_gb|churches_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PLURALS_IES,draft_source_intake_v1,draft,FALSE,Draft objective: Change final y to -ies in plurals.,Draft for review: notice the spelling pattern in babies and compare it with the examples.,"When a noun ends in consonant + y, change y to i and add -es to make the plural.",,babies_en_gb,babies_en_gb|cities_en_gb|parties_en_gb|stories_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PLURALS_VES,draft_source_intake_v1,draft,FALSE,Draft objective: Change final f or fe to -ves in plurals.,Draft for review: notice the spelling pattern in knives and compare it with the examples.,Some nouns ending in f or fe change to -ves in the plural.,,knives_en_gb,knives_en_gb|wolves_en_gb|leaves_en_gb|shelves_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_REGULAR,draft_source_intake_v1,draft,FALSE,Draft objective: Spell regular past tense with -ed.,Draft for review: notice the spelling pattern in jumped and compare it with the examples.,"Regular past tense verbs are usually spelled by adding -ed, even when the ending may sound different in speech.",,jumped_en_gb,jumped_en_gb|walked_en_gb|played_en_gb|looked_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_T_SOUND,draft_source_intake_v1,draft,FALSE,Draft objective: Spell -ed when it sounds like /t/.,Draft for review: notice the spelling pattern in jumped and compare it with the examples.,The past tense ending is still spelled -ed even when it sounds like /t/.,,jumped_en_gb,jumped_en_gb|walked_en_gb|kicked_en_gb|laughed_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_D_SOUND,draft_source_intake_v1,draft,FALSE,Draft objective: Spell -ed when it sounds like /d/.,Draft for review: notice the spelling pattern in played and compare it with the examples.,The past tense ending is still spelled -ed even when it sounds like /d/.,,played_en_gb,played_en_gb|called_en_gb|opened_en_gb|cleaned_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_ID_SOUND,draft_source_intake_v1,draft,FALSE,Draft objective: Spell -ed when it sounds like /id/.,Draft for review: notice the spelling pattern in wanted and compare it with the examples.,"After verbs ending in /t/ or /d/, the past tense ending is pronounced /id/ but still spelled -ed.",,wanted_en_gb,wanted_en_gb|needed_en_gb|started_en_gb|ended_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_SPELLING_CHANGES,draft_source_intake_v1,draft,FALSE,Draft objective: Apply spelling changes before -ed.,Draft for review: notice the spelling pattern in hoped and compare it with the examples.,"Some verbs change spelling before -ed, such as dropping final e, changing y to i, or doubling the final consonant.",,hoped_en_gb,hoped_en_gb|tried_en_gb|stopped_en_gb|planned_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_SOUND_VARIANTS,draft_source_intake_v1,draft,FALSE,"Draft objective: Spell -ed for /t/, /d/, and /id/ sounds.",Draft for review: notice the spelling pattern in jumped and compare it with the examples.,"The past tense ending is spelled -ed even when it sounds like /t/, /d/, or /id/.",,jumped_en_gb,jumped_en_gb|played_en_gb|wanted_en_gb|needed_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_DROP_E,draft_source_intake_v1,draft,FALSE,Draft objective: Drop final e before -ed.,Draft for review: notice the spelling pattern in hope/hoped and compare it with the examples.,"If the base word already ends in e, add only d to make the past tense.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_Y_TO_I,draft_source_intake_v1,draft,FALSE,Draft objective: Change final y to i before -ed.,Draft for review: notice the spelling pattern in try/tried and compare it with the examples.,"When a verb ends in consonant + y, change y to i before adding -ed.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PAST_TENSE_ED_DOUBLE_FINAL_CONSONANT,draft_source_intake_v1,draft,FALSE,Draft objective: Double the final consonant before -ed.,Draft for review: notice the spelling pattern in stop/stopped and compare it with the examples.,"In many short-vowel verbs ending vowel + consonant, double the final consonant before adding -ed.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PRESENT_TENSE_S,draft_source_intake_v1,draft,FALSE,Draft objective: Spell third-person present tense with -s.,Draft for review: notice the spelling pattern in runs and compare it with the examples.,"In the present tense, he/she/it verbs usually add -s.",,runs_en_gb,runs_en_gb|plays_en_gb|jumps_en_gb|reads_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PRESENT_TENSE_ES,draft_source_intake_v1,draft,FALSE,Draft objective: Spell third-person present tense with -es.,Draft for review: notice the spelling pattern in goes and compare it with the examples.,"Add -es to verbs ending in hissing sounds such as /s/, /z/, /sh/, /ch/, or /ks/.",,goes_en_gb,goes_en_gb|does_en_gb|watches_en_gb|fixes_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_PRESENT_TENSE_Y_TO_IES,draft_source_intake_v1,draft,FALSE,Draft objective: Change final y to -ies in present-tense verbs.,Draft for review: notice the spelling pattern in tries and compare it with the examples.,"When a verb ends in consonant + y, change y to i and add -es for he/she/it.",,tries_en_gb,tries_en_gb|cries_en_gb|carries_en_gb|studies_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_ING_ENDINGS_REGULAR,draft_source_intake_v1,draft,FALSE,Draft objective: Add -ing to regular base words.,Draft for review: notice the spelling pattern in jumping and compare it with the examples.,Many verbs form the -ing form by adding -ing to the base word.,,jumping_en_gb,jumping_en_gb|playing_en_gb|reading_en_gb|looking_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_ING_ENDINGS_DROP_E,draft_source_intake_v1,draft,FALSE,Draft objective: Drop final e before -ing.,Draft for review: notice the spelling pattern in make/making and compare it with the examples.,"When a base word ends in silent e, drop the e before adding -ing.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_ING_ENDINGS_DOUBLE_FINAL_CONSONANT,draft_source_intake_v1,draft,FALSE,Draft objective: Double the final consonant before -ing.,Draft for review: notice the spelling pattern in run/running and compare it with the examples.,"In many short-vowel words ending vowel + consonant, double the final consonant before adding -ing.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_ING_ENDINGS_IE_TO_Y,draft_source_intake_v1,draft,FALSE,Draft objective: Change final ie to y before -ing.,Draft for review: notice the spelling pattern in lie/lying and compare it with the examples.,"When a base word ends in ie, change ie to y before adding -ing.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_COMPARATIVE_SUPERLATIVE_REGULAR,draft_source_intake_v1,draft,FALSE,Draft objective: Add -er and -est to regular adjectives.,Draft for review: notice the spelling pattern in fast/faster/fastest and compare it with the examples.,Many adjectives form comparisons by adding -er or -est to the base word.,,,tall_taller_tallest_en_gb|small_smaller_smallest_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_COMPARATIVE_SUPERLATIVE_DROP_E,draft_source_intake_v1,draft,FALSE,Draft objective: Drop final e before -er and -est.,Draft for review: notice the spelling pattern in nice/nicer/nicest and compare it with the examples.,"When an adjective ends in silent e, drop the e before adding -er or -est.",,,large_larger_largest_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_COMPARATIVE_SUPERLATIVE_Y_TO_I,draft_source_intake_v1,draft,FALSE,Draft objective: Change final y to i before -er and -est.,Draft for review: notice the spelling pattern in happy/happier/happiest and compare it with the examples.,"When an adjective ends in consonant + y, change y to i before adding -er or -est.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_COMPARATIVE_SUPERLATIVE_DOUBLE_FINAL_CONSONANT,draft_source_intake_v1,draft,FALSE,Draft objective: Double the final consonant before -er and -est.,Draft for review: notice the spelling pattern in big/bigger/biggest and compare it with the examples.,"In many short-vowel adjectives ending vowel + consonant, double the final consonant before adding -er or -est.",,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PAST,draft_source_intake_v1,draft,FALSE,Draft objective: Spell irregular past-tense forms.,Draft for review: notice the spelling pattern in went and compare it with the examples.,Some verbs do not form the past tense with -ed and must be learned as irregular forms.,,went_en_gb,went_en_gb|made_en_gb|came_en_gb|saw_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PLURALS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell irregular plural forms.,Draft for review: notice the spelling pattern in children and compare it with the examples.,Some nouns do not form plurals with regular -s or -es and must be learned as irregular forms.,,children_en_gb,children_en_gb|mice_en_gb|teeth_en_gb|feet_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_PRESENT,draft_source_intake_v1,draft,FALSE,Draft objective: Spell irregular present-tense forms.,Draft for review: notice the spelling pattern in is and compare it with the examples.,Some common present-tense forms are irregular and need to be learned as fixed forms.,,is_en_gb,is_en_gb|are_en_gb|has_en_gb|does_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_INF_IRREGULAR_INFLECTIONS_IRREGULAR_COMPARISONS,draft_source_intake_v1,draft,FALSE,Draft objective: Spell irregular comparison forms.,Draft for review: notice the spelling pattern in good/better/best and compare it with the examples.,Some adjectives do not use regular -er or -est forms and must be learned as irregular comparison words.,,,,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_HOM_FUNCTION_WORD_HOMOPHONES_TO_TOO_TWO,draft_source_intake_v1,draft,FALSE,"Draft objective: Choose to, too, and two by meaning.",Draft for review: notice the spelling pattern in to and compare it with the examples.,Some common function-word homophones sound the same but have different meanings; children must use the sentence meaning to choose the correct spelling.,,to_en_gb,to_en_gb|too_en_gb|two_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
D4_HOM_FUNCTION_WORD_HOMOPHONES_THERE_THEIR_THEYRE,draft_source_intake_v1,draft,FALSE,"Draft objective: Choose there, their, and they’re by meaning.",Draft for review: notice the spelling pattern in there and compare it with the examples.,"The words there, their, and they’re sound alike but have different grammar roles: place, possession, and contraction.",,there_en_gb,there_en_gb|their_en_gb|they_re_en_gb,,Draft misconception notes should be added by human review.,rule_explanation|guided_rule_application,rapid_recall,ai_assisted_draft,Phase 5 source-intake AI-assisted draft,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake,,AI-assisted draft copy for human curriculum review only; must not be promoted or surfaced without human approval.,low,,not_started,,
