micro_skill_key,content_version,version_status,is_active,teaching_objective,child_friendly_explanation,rule_explanation,memory_tip,common_misconceptions,first_exposure_progression,guided_practice_progression,review_proofreading_progression,example_selection_guidance,contrast_policy_guidance,sample_preview_word_key,source_category,source_name,source_url,source_licence,source_use_note,confidence,supersedes_content_version,final_readiness_review_status,final_readiness_reviewed_by,final_readiness_reviewed_at
D4_PG_CONSONANT_DIGRAPHS_TH_VOICED,human_reviewed_v1,active,TRUE,Child can treat voiced th as one /th/ sound as one sound-spelling unit when reading and spelling.,"Two letters can work as a team to make one sound. For this skill, look for voiced th as one /th/ sound and write both letters in the right order.",A consonant digraph uses two letters to represent one consonant sound; the child should treat the grapheme as one sound-spelling unit.,,"Child may write only one of the letters, reverse the letters, split the digraph into two sounds, or confuse it with a similar digraph.",Introduce the digraph as two letters for one sound; say the sound; underline the digraph in a model word; segment words by sound units rather than by letters.,"Use simple support words with voiced th as one /th/ sound. Prompt the child to circle the two-letter team, say the sound once, and spell the whole word; fade the circling prompt.","Review: Use mixed digraph retrieval and proofreading. Ask the child to check whether the target sound has been written with the full two-letter team. Proofreading: In sentences, ask the child to spot words containing voiced th as one /th/ sound, underline the digraph, and correct missing, reversed, or substituted letters.",Start with common short words where voiced th as one /th/ sound appears clearly in the target position; avoid words with multiple unfamiliar digraphs or complex morphology.,"Do not compare several digraphs at once during first exposure. Later, contrast one nearby sound-spelling pair at a time, such as sh/ch or voiced/unvoiced th.",this_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_DIGRAPHS_WH_INITIAL,human_reviewed_v1,active,TRUE,Child can treat initial wh as one sound-spelling unit when reading and spelling.,"Two letters can work as a team to make one sound. For this skill, look for initial wh and write both letters in the right order.",A consonant digraph uses two letters to represent one consonant sound; the child should treat the grapheme as one sound-spelling unit.,,"Child may write only one of the letters, reverse the letters, split the digraph into two sounds, or confuse it with a similar digraph.",Introduce the digraph as two letters for one sound; say the sound; underline the digraph in a model word; segment words by sound units rather than by letters.,"Use simple support words with initial wh. Prompt the child to circle the two-letter team, say the sound once, and spell the whole word; fade the circling prompt.","Review: Use mixed digraph retrieval and proofreading. Ask the child to check whether the target sound has been written with the full two-letter team. Proofreading: In sentences, ask the child to spot words containing initial wh, underline the digraph, and correct missing, reversed, or substituted letters.",Start with common short words where initial wh appears clearly at the stated initial position; avoid words with multiple unfamiliar digraphs or complex morphology.,"Do not compare several digraphs at once during first exposure. Later, contrast one nearby sound-spelling pair at a time, such as sh/ch or voiced/unvoiced th.",when_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_DIGRAPHS_NG_FINAL,human_reviewed_v1,active,TRUE,Child can treat final ng as one sound-spelling unit when reading and spelling.,"Two letters can work as a team to make one sound. For this skill, look for final ng and write both letters in the right order.",A consonant digraph uses two letters to represent one consonant sound; the child should treat the grapheme as one sound-spelling unit.,,"Child may write only one of the letters, reverse the letters, split the digraph into two sounds, or confuse it with a similar digraph.",Introduce the digraph as two letters for one sound; say the sound; underline the digraph in a model word; segment words by sound units rather than by letters.,"Use simple support words with final ng. Prompt the child to circle the two-letter team, say the sound once, and spell the whole word; fade the circling prompt.","Review: Use mixed digraph retrieval and proofreading. Ask the child to check whether the target sound has been written with the full two-letter team. Proofreading: In sentences, ask the child to spot words containing final ng, underline the digraph, and correct missing, reversed, or substituted letters.",Start with common short words where final ng appears clearly at the stated final position; avoid words with multiple unfamiliar digraphs or complex morphology.,"Do not compare several digraphs at once during first exposure. Later, contrast one nearby sound-spelling pair at a time, such as sh/ch or voiced/unvoiced th.",sing_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_DIGRAPHS_NK_FINAL,human_reviewed_v1,active,TRUE,Child can treat final nk as one sound-spelling unit when reading and spelling.,"Two letters can work as a team to make one sound. For this skill, look for final nk and write both letters in the right order.",A consonant digraph uses two letters to represent one consonant sound; the child should treat the grapheme as one sound-spelling unit.,,"Child may write only one of the letters, reverse the letters, split the digraph into two sounds, or confuse it with a similar digraph.",Introduce the digraph as two letters for one sound; say the sound; underline the digraph in a model word; segment words by sound units rather than by letters.,"Use simple support words with final nk. Prompt the child to circle the two-letter team, say the sound once, and spell the whole word; fade the circling prompt.","Review: Use mixed digraph retrieval and proofreading. Ask the child to check whether the target sound has been written with the full two-letter team. Proofreading: In sentences, ask the child to spot words containing final nk, underline the digraph, and correct missing, reversed, or substituted letters.",Start with common short words where final nk appears clearly at the stated final position; avoid words with multiple unfamiliar digraphs or complex morphology.,"Do not compare several digraphs at once during first exposure. Later, contrast one nearby sound-spelling pair at a time, such as sh/ch or voiced/unvoiced th.",sink_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_DIGRAPHS_QU_KW,human_reviewed_v1,active,TRUE,Child can treat qu for /kw/ as one sound-spelling unit when reading and spelling.,"Two letters can work as a team to make one sound. For this skill, look for qu for /kw/ and write both letters in the right order.",A consonant digraph uses two letters to represent one consonant sound; the child should treat the grapheme as one sound-spelling unit.,,"Child may write only one of the letters, reverse the letters, split the digraph into two sounds, or confuse it with a similar digraph.",Introduce the digraph as two letters for one sound; say the sound; underline the digraph in a model word; segment words by sound units rather than by letters.,"Use simple support words with qu for /kw/. Prompt the child to circle the two-letter team, say the sound once, and spell the whole word; fade the circling prompt.","Review: Use mixed digraph retrieval and proofreading. Ask the child to check whether the target sound has been written with the full two-letter team. Proofreading: In sentences, ask the child to spot words containing qu for /kw/, underline the digraph, and correct missing, reversed, or substituted letters.",Start with common short words where qu for /kw/ appears clearly in the target position; avoid words with multiple unfamiliar digraphs or complex morphology.,"Do not compare several digraphs at once during first exposure. Later, contrast one nearby sound-spelling pair at a time, such as sh/ch or voiced/unvoiced th.",queen_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_INITIAL_L,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in initial l-blends.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","In a blend, each consonant sound must be represented in the correct order; the child should spell both consonant sounds without omitting or reversing them.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with initial l-blends. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",flag_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_INITIAL_R,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in initial r-blends.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","In a blend, each consonant sound must be represented in the correct order; the child should spell both consonant sounds without omitting or reversing them.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with initial r-blends. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",frog_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_INITIAL_S,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in initial s-blends.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","In a blend, each consonant sound must be represented in the correct order; the child should spell both consonant sounds without omitting or reversing them.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with initial s-blends. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",stop_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_FINAL_COMMON,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in common final blends.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","In final blends, each consonant sound at the end of the word must be represented; the child should avoid dropping the final consonant.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with common final blends. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",milk_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_THREE_LETTER_INITIAL,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in three-letter initial blends.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","In three-letter blends, all three consonant sounds must be represented in the correct order.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with three-letter initial blends. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_CONSONANT_BLENDS_LONGER_WORDS,human_reviewed_v1,active,TRUE,Child can preserve every consonant sound in blends inside longer words.,"A blend is not one sound. You can hear each consonant, so each sound needs its own letter in the right order.","Consonant blends must still be preserved inside longer words, not only in short one-syllable words.",,"Child may drop one consonant from the blend, reverse the order, or spell only the easier consonant they hear most strongly.",Stretch the word orally; isolate each consonant in the blend; tap the sounds in order; write the letters while saying each sound.,"Use short common words with blends inside longer words. Prompt the child to count the consonants in the blend, underline them after writing, and read the word back.","Review: Use mixed blend retrieval and ask the child to check whether every consonant sound they can hear is represented in order. Proofreading: In proofreading, ask the child to circle blends and check for missing or swapped consonants, especially at word beginnings and endings.","Start with common one-syllable words with a single clear blend; avoid words that also contain new vowel spellings, silent letters, or difficult endings.","Contrast with digraphs only after blends are secure: blends keep both sounds, digraphs make one sound.",plastic_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_AI_FINAL_AY,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /ai/ spelled ay at the end of words.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /ai/ spelled ay at the end of words.,The long /ai/ sound can be spelled in different ways; children should learn that ay is commonly used at the end of words or syllables.,,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /ai/ spelled ay at the end of words is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",play_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_AI_MEDIAL_AI,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /ai/ spelled ai in the middle of words.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /ai/ spelled ai in the middle of words.,"The long /ai/ sound can be spelled with ai, especially in the middle of words.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /ai/ spelled ai in the middle of words is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",rain_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
D4_PG_LONG_AI_SPLIT_A_E,human_reviewed_v1,active,TRUE,Child can spell words that use the target long-vowel pattern: long /ai/ spelled with the split digraph a_e.,The same long vowel sound can be spelled in different ways. This skill teaches one spelling choice: long /ai/ spelled with the split digraph a_e.,"A split digraph can make the vowel long; in a-e words, the final e helps signal the long /ai/ sound.",,"Child may choose a different long-vowel spelling that sounds right, forget a final silent e, or ignore position clues such as middle, final, or open syllable.",Say the long-vowel sound; show the target spelling pattern; point out its usual position; underline the pattern; practise deciding whether the word matches the cue.,"Use support words with only this long-vowel spelling. Prompt the child to ask where the sound is, choose the spelling, then read the word back to confirm the long sound.","Review: Use mixed long-vowel retrieval and ask the child to justify why long /ai/ spelled with the split digraph a_e is the spelling choice, not just whether the word sounds right. Proofreading: In proofreading, ask the child to find long-vowel sounds, check the word-position cue, and correct overused alternative spellings or missing silent e.",Start with common one-syllable or simple two-syllable words that clearly show the target long-vowel pattern; avoid rare or morphologically complex words.,"Avoid contrasting all spellings of the same long vowel at first. Once this pattern is secure, contrast with one related spelling using a clear cue such as final position, middle position, or split digraph.",make_en_gb,internal_authored,Katie Sanderson teaching content review,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/csv/teaching_content_versions.csv,internal,"Human-authored and human-reviewed Teaching Dictionary micro-skill content supplied by Katie Sanderson; approved for candidate readiness validation, not imported to Supabase by this pass.",medium,draft_source_intake_v1,signed_off,Katie Sanderson,2026-07-01
