word_key,normalised_word,display_word,dialect_code,current_age_band,aoa_match_status,aoa_meaning_row_count,aoa_median_age,aoa_min_age,aoa_max_age,uk_match_status,uk_curriculum_age,age_source_status,recommended_age_number_unrounded,recommended_age_number,recommended_age_band,review_flags,recommendation_status,source_category,source_name,source_url,source_licence,source_use_note,review_status,review_notes,manual_fill_source_name,manual_fill_source_url_or_path,manual_fill_confidence,manual_fill_review_notes
ward_en_gb,ward,ward,en-GB,candidate_review,exact,3,14.5,10.5,18,unmatched,,aoa_only,14.5,15,mid_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: room with many beds; under guardian's care; voting unit,,,,
warm_en_gb,warm,warm,en-GB,candidate_review,exact,5,12.5,6,16.5,exact,6,aoa_and_uk,9.25,9,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: medium hot; kindly; exciting; getting close; red-orange-yellow shades,,,,
was_en_gb,was,was,en-GB,candidate_review,exact,1,6,6,6,exact,5,aoa_and_uk,5.5,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: used to be,,,,
wash_en_gb,wash,wash,en-GB,candidate_review,exact,8,13.5,6,16.5,unmatched,,aoa_only,13.5,14,mid_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: clothes for cleaning; to flow like water; clean with water; coating material; a type of drawing,,,,
watch_en_gb,watch,watch,en-GB,candidate_review,exact,4,7.25,6,8.5,exact,6,aoa_and_uk,6.62,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: guard's duty period; keep a look ; a guard; timekeeping device,,,,
watches_en_gb,watches,watches,en-GB,candidate_review,unmatched,0,,,,manual_estimate,5,manual_uk_curriculum_fill,5,5,early_primary,manual_uk_curriculum_age_fill|source_band:age_5_6,age_ready_with_review_flags,internal_authored,Katie Sanderson missing age evidence UK curriculum fill,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/missing_age_evidence_populated_uk_curriculum.xlsx,see source register rows,"Human-reviewed manual fill for words with no test-based AoA or UK age estimate match. Uses UK curriculum pattern placement and a project year-to-age mapping; candidate audit only, not active canonical_words.csv age truth.",in_review,Manual UK curriculum fill applied. Source band=age_5_6. Year 1 adding -es to words; estimated from watch -> watches.,HeadStart Primary Spelling Overview Years 1-6 + UK year-to-age mapping,english-spellingoverview.pdf,medium,Year 1 adding -es to words; estimated from watch -> watches.
way_en_gb,way,way,en-GB,candidate_review,exact,5,10.5,8.5,12.5,exact,5,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: road or path; direction, place; custom, habit; manner; the means for doing",,,,
we_en_gb,we,we,en-GB,candidate_review,exact,2,11.25,6,16.5,exact,5,aoa_and_uk,8.12,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: you and I; a formal ""I""",,,,
we_re_en_gb,we're,we're,en-GB,candidate_review,unmatched,0,,,,exact,6,uk_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples:,,,,
wear_en_gb,wear,wear,en-GB,candidate_review,exact,5,12.5,8.5,14.5,exact,5,aoa_and_uk,8.75,9,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: to have on; clothes; to rub smooth; damage from use; to hold up well,,,,
weigh_en_gb,weigh,weigh,en-GB,candidate_review,exact,4,8.5,6,16.5,exact,7,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: find out how heavy; press heavily on; to have a certain heaviness; consider carefully,,,,
weight_en_gb,weight,weight,en-GB,candidate_review,exact,4,9.5,6,16.5,exact,7,aoa_and_uk,8.25,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: heaviness; units expressing heaviness; balance for a scale; importance,,,,
well_being_en_gb,well-being,well-being,en-GB,candidate_review,exact,1,14.5,14.5,14.5,unmatched,,aoa_only,14.5,15,mid_secondary,compound_or_multi_form_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: health and happiness,,,,
went_en_gb,went,went,en-GB,candidate_review,exact,2,8.25,6,10.5,unmatched,,aoa_only,8.25,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: used to go; broke down,,,,
were_en_gb,were,were,en-GB,candidate_review,exact,3,10.5,10.5,10.5,exact,5,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: more than one have been; used to be; plural of was,,,,
what_en_gb,what,what,en-GB,candidate_review,exact,3,6,6,10.5,unmatched,,aoa_only,6,6,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: used to ask question; which; how much,,,,
when_en_gb,when,when,en-GB,candidate_review,exact,2,11.25,6,16.5,exact,5,aoa_and_uk,8.12,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: at what time?; considering that,,,,
where_en_gb,where,where,en-GB,candidate_review,exact,3,8.5,6,10.5,exact,5,aoa_and_uk,6.75,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: in what place; the place in which; toward which place?,,,,
whip_en_gb,whip,whip,en-GB,candidate_review,exact,7,10.5,6,16.5,exact,5,aoa_and_uk,7.75,8,middle_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a punishing switch; beat into foam; to beat with a stick; to defeat; move very fast,,,,
who_en_gb,who,who,en-GB,candidate_review,exact,2,7.25,6,8.5,exact,6,aoa_and_uk,6.62,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: what person; the person that,,,,
who_s_en_gb,who’s,who’s,en-GB,candidate_review,exact,2,8.5,8.5,8.5,exact,8,aoa_and_uk,8.25,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: who has; who is,,,,
whole_en_gb,whole,whole,en-GB,candidate_review,exact,3,8.5,8.5,8.5,exact,6,aoa_and_uk,7.25,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: the total; complete; not divided,,,,
whose_en_gb,whose,whose,en-GB,candidate_review,exact,1,6,6,6,exact,8,aoa_and_uk,7,7,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: who owns,,,,
wild_en_gb,wild,wild,en-GB,candidate_review,exact,8,7.25,6,14.5,exact,6,aoa_and_uk,6.62,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: as in nature; not tamed; without control; desert or wilderness; crazy, unreasonable",,,,
win_en_gb,win,win,en-GB,candidate_review,exact,3,6,6,16.5,unmatched,,aoa_only,6,6,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: get a victory; get the prize; persuade to marry,,,,
window_en_gb,window,window,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: opening for light,,,,
wish_en_gb,wish,wish,en-GB,candidate_review,exact,3,8.5,6,10.5,unmatched,,aoa_only,8.5,9,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: to want something; the thing you want; a desire,,,,
wishes_en_gb,wishes,wishes,en-GB,candidate_review,unmatched,0,,,,manual_estimate,5,manual_uk_curriculum_fill,5,5,early_primary,manual_uk_curriculum_age_fill|source_band:age_5_6,age_ready_with_review_flags,internal_authored,Katie Sanderson missing age evidence UK curriculum fill,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/missing_age_evidence_populated_uk_curriculum.xlsx,see source register rows,"Human-reviewed manual fill for words with no test-based AoA or UK age estimate match. Uses UK curriculum pattern placement and a project year-to-age mapping; candidate audit only, not active canonical_words.csv age truth.",in_review,Manual UK curriculum fill applied. Source band=age_5_6. Year 1 adding -es to words; estimated from wish -> wishes.,HeadStart Primary Spelling Overview Years 1-6 + UK year-to-age mapping,english-spellingoverview.pdf,medium,Year 1 adding -es to words; estimated from wish -> wishes.
wolf_en_gb,wolf,wolf,en-GB,candidate_review,exact,3,12.5,6,16.5,unmatched,,aoa_only,12.5,13,lower_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,"Half-up rounded from equal average of available age evidence. Meaning samples: wild, doglike animal; a flirting man; to eat greedily",,,,
wolves_en_gb,wolves,wolves,en-GB,candidate_review,exact,1,6,6,6,unmatched,,aoa_only,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: doglike wild animals,,,,
woman_en_gb,woman,woman,en-GB,candidate_review,exact,2,7.25,6,8.5,exact,7,aoa_and_uk,7.12,7,early_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: adult human female; a wife,,,,
won_t_en_gb,won't,won't,en-GB,candidate_review,exact,1,6,6,6,exact,6,aoa_and_uk,6,6,early_primary,,age_ready,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: will not,,,,
word_en_gb,word,word,en-GB,candidate_review,exact,3,10.5,8.5,12.5,unmatched,,aoa_only,10.5,11,upper_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a group of letters; the command; information,,,,
words_en_gb,words,words,en-GB,candidate_review,unmatched,0,,,,manual_estimate,5,manual_uk_curriculum_fill,5,5,early_primary,manual_uk_curriculum_age_fill|source_band:age_5_6,age_ready_with_review_flags,internal_authored,Katie Sanderson missing age evidence UK curriculum fill,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/missing_age_evidence_populated_uk_curriculum.xlsx,see source register rows,"Human-reviewed manual fill for words with no test-based AoA or UK age estimate match. Uses UK curriculum pattern placement and a project year-to-age mapping; candidate audit only, not active canonical_words.csv age truth.",in_review,Manual UK curriculum fill applied. Source band=age_5_6. Year 1 adding -s to words; plural form estimated from word -> words.,HeadStart Primary Spelling Overview Years 1-6 + UK year-to-age mapping,english-spellingoverview.pdf,medium,Year 1 adding -s to words; plural form estimated from word -> words.
work_en_gb,work,work,en-GB,candidate_review,exact,8,8.5,6,14.5,exact,6,aoa_and_uk,7.25,7,early_primary,multiple_meanings_review|aoa_uk_difference_over_2_years,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a job; be in order; something to do; employment; use energy,,,,
worker_en_gb,worker,worker,en-GB,candidate_review,exact,2,8.25,6,10.5,unmatched,,aoa_only,8.25,8,middle_primary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: a man who works; a kind of bee,,,,
world_en_gb,world,world,en-GB,candidate_review,exact,5,12.5,10.5,16.5,unmatched,,aoa_only,12.5,13,lower_secondary,multiple_meanings_review,age_ready_with_review_flags,internal_authored,Brysbaert-Biemiller test-based AoA master file + UK spelling words age estimates,docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/brysbaert_biemiller_test_based_aoa_master_source.xlsx; docs/implementation/seed-data/teaching-dictionary/candidates/2026-06-29-phase-5-source-intake/uk_spelling_words_age_estimates.csv,see source register rows,Candidate age recommendation combines median test-based AoA and UK curriculum age estimate where both are available; active canonical_words.csv age_band is not updated.,in_review,Half-up rounded from equal average of available age evidence. Meaning samples: all the people; the earth; things forming a large whole; the universe; a definite part of the earth,,,,
