source_ref,source_sheet,source_row,micro_skill_key,word_or_content_key,candidate_output_ref,validation_result,transformation_code,source_value,generated_candidate_value,reason,human_confirmation_required,warning_or_error_codes,human_review_status
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!68,Word Bank,68,D4_MOR_SUFFIXES_NESS,weakness,D4_MOR_SUFFIXES_NESS::weakness,pass,direct_mapping,"{""display_word"": ""weakness"", ""morphemes_json"": ""[{\""text\"": \""weak\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_NESS::weakness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!69,Word Bank,69,D4_MOR_SUFFIXES_NESS,illness,D4_MOR_SUFFIXES_NESS::illness,pass,direct_mapping,"{""display_word"": ""illness"", ""morphemes_json"": ""[{\""text\"": \""ill\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_NESS::illness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!70,Word Bank,70,D4_MOR_SUFFIXES_NESS,fairness,D4_MOR_SUFFIXES_NESS::fairness,pass,direct_mapping,"{""display_word"": ""fairness"", ""morphemes_json"": ""[{\""text\"": \""fair\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_NESS::fairness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!71,Word Bank,71,D4_MOR_SUFFIXES_NESS,awareness,D4_MOR_SUFFIXES_NESS::awareness,pass,direct_mapping,"{""display_word"": ""awareness"", ""morphemes_json"": ""[{\""text\"": \""aware\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ness\"", \""kind\"": \""suffix\"", \""gloss\"": \""state of being\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_NESS::awareness,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!72,Word Bank,72,D4_MOR_SUFFIXES_FUL_LESS,careful,D4_MOR_SUFFIXES_FUL_LESS::careful,pass,direct_mapping,"{""display_word"": ""careful"", ""morphemes_json"": ""[{\""text\"": \""care\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of (one l)\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_FUL_LESS::careful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!73,Word Bank,73,D4_MOR_SUFFIXES_FUL_LESS,careless,D4_MOR_SUFFIXES_FUL_LESS::careless,pass,direct_mapping,"{""display_word"": ""careless"", ""morphemes_json"": ""[{\""text\"": \""care\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""less\"", \""kind\"": \""suffix\"", \""gloss\"": \""without\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_FUL_LESS::careless,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!74,Word Bank,74,D4_MOR_SUFFIXES_FUL_LESS,hopeful,D4_MOR_SUFFIXES_FUL_LESS::hopeful,pass,direct_mapping,"{""display_word"": ""hopeful"", ""morphemes_json"": ""[{\""text\"": \""hope\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of (one l)\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_FUL_LESS::hopeful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!75,Word Bank,75,D4_MOR_SUFFIXES_FUL_LESS,hopeless,D4_MOR_SUFFIXES_FUL_LESS::hopeless,pass,direct_mapping,"{""display_word"": ""hopeless"", ""morphemes_json"": ""[{\""text\"": \""hope\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""less\"", \""kind\"": \""suffix\"", \""gloss\"": \""without\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_FUL_LESS::hopeless,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!76,Word Bank,76,D4_MOR_SUFFIXES_FUL_LESS,useful,D4_MOR_SUFFIXES_FUL_LESS::useful,pass,direct_mapping,"{""display_word"": ""useful"", ""morphemes_json"": ""[{\""text\"": \""use\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of (one l)\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_FUL_LESS::useful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!77,Word Bank,77,D4_MOR_SUFFIXES_FUL_LESS,fearless,D4_MOR_SUFFIXES_FUL_LESS::fearless,pass,direct_mapping,"{""display_word"": ""fearless"", ""morphemes_json"": ""[{\""text\"": \""fear\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""less\"", \""kind\"": \""suffix\"", \""gloss\"": \""without\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_FUL_LESS::fearless,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!78,Word Bank,78,D4_MOR_SUFFIXES_FUL_LESS,thoughtful,D4_MOR_SUFFIXES_FUL_LESS::thoughtful,pass,direct_mapping,"{""display_word"": ""thoughtful"", ""morphemes_json"": ""[{\""text\"": \""thought\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ful\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of (one l)\""}]"", ""split_points"": ""[7]""}",D4_MOR_SUFFIXES_FUL_LESS::thoughtful,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!79,Word Bank,79,D4_MOR_SUFFIXES_MENT,enjoyment,D4_MOR_SUFFIXES_MENT::enjoyment,pass,direct_mapping,"{""display_word"": ""enjoyment"", ""morphemes_json"": ""[{\""text\"": \""enjoy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_MENT::enjoyment,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!80,Word Bank,80,D4_MOR_SUFFIXES_MENT,payment,D4_MOR_SUFFIXES_MENT::payment,pass,direct_mapping,"{""display_word"": ""payment"", ""morphemes_json"": ""[{\""text\"": \""pay\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_MENT::payment,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!81,Word Bank,81,D4_MOR_SUFFIXES_MENT,treatment,D4_MOR_SUFFIXES_MENT::treatment,pass,direct_mapping,"{""display_word"": ""treatment"", ""morphemes_json"": ""[{\""text\"": \""treat\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_MENT::treatment,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!82,Word Bank,82,D4_MOR_SUFFIXES_MENT,movement,D4_MOR_SUFFIXES_MENT::movement,pass,direct_mapping,"{""display_word"": ""movement"", ""morphemes_json"": ""[{\""text\"": \""move\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_MENT::movement,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!83,Word Bank,83,D4_MOR_SUFFIXES_MENT,agreement,D4_MOR_SUFFIXES_MENT::agreement,pass,direct_mapping,"{""display_word"": ""agreement"", ""morphemes_json"": ""[{\""text\"": \""agree\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_MENT::agreement,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!84,Word Bank,84,D4_MOR_SUFFIXES_MENT,equipment,D4_MOR_SUFFIXES_MENT::equipment,pass,direct_mapping,"{""display_word"": ""equipment"", ""morphemes_json"": ""[{\""text\"": \""equip\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_MENT::equipment,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!85,Word Bank,85,D4_MOR_SUFFIXES_MENT,excitement,D4_MOR_SUFFIXES_MENT::excitement,pass,direct_mapping,"{""display_word"": ""excitement"", ""morphemes_json"": ""[{\""text\"": \""excite\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ment\"", \""kind\"": \""suffix\"", \""gloss\"": \""result of an action\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_MENT::excitement,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!86,Word Bank,86,D4_MOR_SUFFIXES_OUS,dangerous,D4_MOR_SUFFIXES_OUS::dangerous,pass,direct_mapping,"{""display_word"": ""dangerous"", ""morphemes_json"": ""[{\""text\"": \""danger\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_OUS::dangerous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!87,Word Bank,87,D4_MOR_SUFFIXES_OUS,famous,D4_MOR_SUFFIXES_OUS::famous,pass,drop_final_e,"{""display_word"": ""famous"", ""morphemes_json"": ""[{\""text\"": \""fame\"", \""kind\"": \""base\"", \""gloss\"": \""final e dropped\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_OUS::famous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!88,Word Bank,88,D4_MOR_SUFFIXES_OUS,poisonous,D4_MOR_SUFFIXES_OUS::poisonous,pass,direct_mapping,"{""display_word"": ""poisonous"", ""morphemes_json"": ""[{\""text\"": \""poison\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_OUS::poisonous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!89,Word Bank,89,D4_MOR_SUFFIXES_OUS,mountainous,D4_MOR_SUFFIXES_OUS::mountainous,pass,direct_mapping,"{""display_word"": ""mountainous"", ""morphemes_json"": ""[{\""text\"": \""mountain\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[8]""}",D4_MOR_SUFFIXES_OUS::mountainous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!90,Word Bank,90,D4_MOR_SUFFIXES_OUS,joyous,D4_MOR_SUFFIXES_OUS::joyous,pass,direct_mapping,"{""display_word"": ""joyous"", ""morphemes_json"": ""[{\""text\"": \""joy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_OUS::joyous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!91,Word Bank,91,D4_MOR_SUFFIXES_OUS,hazardous,D4_MOR_SUFFIXES_OUS::hazardous,pass,direct_mapping,"{""display_word"": ""hazardous"", ""morphemes_json"": ""[{\""text\"": \""hazard\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_OUS::hazardous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!92,Word Bank,92,D4_MOR_SUFFIXES_OUS,enormous,D4_MOR_SUFFIXES_OUS::enormous,pass,direct_mapping,"{""display_word"": ""enormous"", ""morphemes_json"": ""[{\""text\"": \""enorm\"", \""kind\"": \""root\"", \""gloss\"": \""huge (Latin)\""}, {\""text\"": \""ous\"", \""kind\"": \""suffix\"", \""gloss\"": \""full of\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_OUS::enormous,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!93,Word Bank,93,D4_MOR_SUFFIXES_ITY,activity,D4_MOR_SUFFIXES_ITY::activity,pass,direct_mapping,"{""display_word"": ""activity"", ""morphemes_json"": ""[{\""text\"": \""activ\"", \""kind\"": \""base\"", \""gloss\"": \""from active\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_ITY::activity,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!94,Word Bank,94,D4_MOR_SUFFIXES_ITY,reality,D4_MOR_SUFFIXES_ITY::reality,pass,direct_mapping,"{""display_word"": ""reality"", ""morphemes_json"": ""[{\""text\"": \""real\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_ITY::reality,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!95,Word Bank,95,D4_MOR_SUFFIXES_ITY,ability,D4_MOR_SUFFIXES_ITY::ability,pass,direct_mapping,"{""display_word"": ""ability"", ""morphemes_json"": ""[{\""text\"": \""abil\"", \""kind\"": \""base\"", \""gloss\"": \""from able\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_ITY::ability,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!96,Word Bank,96,D4_MOR_SUFFIXES_ITY,electricity,D4_MOR_SUFFIXES_ITY::electricity,pass,direct_mapping,"{""display_word"": ""electricity"", ""morphemes_json"": ""[{\""text\"": \""electric\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[8]""}",D4_MOR_SUFFIXES_ITY::electricity,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!97,Word Bank,97,D4_MOR_SUFFIXES_ITY,equality,D4_MOR_SUFFIXES_ITY::equality,pass,direct_mapping,"{""display_word"": ""equality"", ""morphemes_json"": ""[{\""text\"": \""equal\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_ITY::equality,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!98,Word Bank,98,D4_MOR_SUFFIXES_ITY,possibility,D4_MOR_SUFFIXES_ITY::possibility,pass,direct_mapping,"{""display_word"": ""possibility"", ""morphemes_json"": ""[{\""text\"": \""possibil\"", \""kind\"": \""base\"", \""gloss\"": \""from possible\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[8]""}",D4_MOR_SUFFIXES_ITY::possibility,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!99,Word Bank,99,D4_MOR_SUFFIXES_ITY,curiosity,D4_MOR_SUFFIXES_ITY::curiosity,pass,direct_mapping,"{""display_word"": ""curiosity"", ""morphemes_json"": ""[{\""text\"": \""curios\"", \""kind\"": \""base\"", \""gloss\"": \""from curious\""}, {\""text\"": \""ity\"", \""kind\"": \""suffix\"", \""gloss\"": \""quality of\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_ITY::curiosity,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!100,Word Bank,100,D4_MOR_SUFFIXES_AL,musical,D4_MOR_SUFFIXES_AL::musical,pass,direct_mapping,"{""display_word"": ""musical"", ""morphemes_json"": ""[{\""text\"": \""music\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_AL::musical,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!101,Word Bank,101,D4_MOR_SUFFIXES_AL,national,D4_MOR_SUFFIXES_AL::national,pass,direct_mapping,"{""display_word"": ""national"", ""morphemes_json"": ""[{\""text\"": \""nation\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_AL::national,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!102,Word Bank,102,D4_MOR_SUFFIXES_AL,accidental,D4_MOR_SUFFIXES_AL::accidental,pass,direct_mapping,"{""display_word"": ""accidental"", ""morphemes_json"": ""[{\""text\"": \""accident\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[8]""}",D4_MOR_SUFFIXES_AL::accidental,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!103,Word Bank,103,D4_MOR_SUFFIXES_AL,magical,D4_MOR_SUFFIXES_AL::magical,pass,direct_mapping,"{""display_word"": ""magical"", ""morphemes_json"": ""[{\""text\"": \""magic\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_AL::magical,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!104,Word Bank,104,D4_MOR_SUFFIXES_AL,personal,D4_MOR_SUFFIXES_AL::personal,pass,direct_mapping,"{""display_word"": ""personal"", ""morphemes_json"": ""[{\""text\"": \""person\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_AL::personal,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!105,Word Bank,105,D4_MOR_SUFFIXES_AL,seasonal,D4_MOR_SUFFIXES_AL::seasonal,pass,direct_mapping,"{""display_word"": ""seasonal"", ""morphemes_json"": ""[{\""text\"": \""season\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[6]""}",D4_MOR_SUFFIXES_AL::seasonal,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!106,Word Bank,106,D4_MOR_SUFFIXES_AL,emotional,D4_MOR_SUFFIXES_AL::emotional,pass,direct_mapping,"{""display_word"": ""emotional"", ""morphemes_json"": ""[{\""text\"": \""emotion\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""al\"", \""kind\"": \""suffix\"", \""gloss\"": \""to do with\""}]"", ""split_points"": ""[7]""}",D4_MOR_SUFFIXES_AL::emotional,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!107,Word Bank,107,D4_MOR_SUFFIXES_ABLE_IBLE,washable,D4_MOR_SUFFIXES_ABLE_IBLE::washable,pass,direct_mapping,"{""display_word"": ""washable"", ""morphemes_json"": ""[{\""text\"": \""wash\"", \""kind\"": \""base\"", \""gloss\"": \""a real word alone → -able\""}, {\""text\"": \""able\"", \""kind\"": \""suffix\"", \""gloss\"": \""can be done\""}]"", ""split_points"": ""[4]""}",D4_MOR_SUFFIXES_ABLE_IBLE::washable,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!108,Word Bank,108,D4_MOR_SUFFIXES_ABLE_IBLE,enjoyable,D4_MOR_SUFFIXES_ABLE_IBLE::enjoyable,pass,direct_mapping,"{""display_word"": ""enjoyable"", ""morphemes_json"": ""[{\""text\"": \""enjoy\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""able\"", \""kind\"": \""suffix\"", \""gloss\"": \""can be done\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_ABLE_IBLE::enjoyable,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!109,Word Bank,109,D4_MOR_SUFFIXES_ABLE_IBLE,breakable,D4_MOR_SUFFIXES_ABLE_IBLE::breakable,pass,direct_mapping,"{""display_word"": ""breakable"", ""morphemes_json"": ""[{\""text\"": \""break\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""able\"", \""kind\"": \""suffix\"", \""gloss\"": \""can be done\""}]"", ""split_points"": ""[5]""}",D4_MOR_SUFFIXES_ABLE_IBLE::breakable,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!110,Word Bank,110,D4_MOR_SUFFIXES_ABLE_IBLE,comfortable,D4_MOR_SUFFIXES_ABLE_IBLE::comfortable,pass,direct_mapping,"{""display_word"": ""comfortable"", ""morphemes_json"": ""[{\""text\"": \""comfort\"", \""kind\"": \""base\"", \""gloss\"": \""\""}, {\""text\"": \""able\"", \""kind\"": \""suffix\"", \""gloss\"": \""can be done\""}]"", ""split_points"": ""[7]""}",D4_MOR_SUFFIXES_ABLE_IBLE::comfortable,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
source-artifacts/2026-07-10-d4-mor/D4_MOR_content_workbook_v1.xlsx#Word Bank!111,Word Bank,111,D4_MOR_SUFFIXES_ABLE_IBLE,visible,D4_MOR_SUFFIXES_ABLE_IBLE::visible,pass,direct_mapping,"{""display_word"": ""visible"", ""morphemes_json"": ""[{\""text\"": \""vis\"", \""kind\"": \""root\"", \""gloss\"": \""see (Latin) → -ible\""}, {\""text\"": \""ible\"", \""kind\"": \""suffix\"", \""gloss\"": \""can be done\""}]"", ""split_points"": ""[3]""}",D4_MOR_SUFFIXES_ABLE_IBLE::visible,"Generated authoritative parts, joins, display ranges, and derived split points.",FALSE,,human_review_required
